Char   Codepoint     Frequency   Percentage
戒      U+06212              9        0.03%
承      U+0627F              9        0.03%
政      U+0653F              9        0.03%
敦      U+06566              9        0.03%
旃      U+065C3              9        0.03%
朱      U+06731              9        0.03%
杕      U+06755              9        0.03%
杜      U+0675C              9        0.03%
条      U+06761              9        0.03%
杨      U+06768              9        0.03%
柏      U+067CF              9        0.03%
梦      U+068A6              9        0.03%
池      U+06C60              9        0.03%
泽      U+06CFD              9        0.03%
涉      U+06D89              9        0.03%
狂      U+072C2              9        0.03%
窈      U+07A88              9        0.03%
简      U+07B80              9        0.03%
经      U+07ECF              9        0.03%
翰      U+07FF0              9        0.03%
芃      U+08283              9        0.03%
芾      U+082BE              9        0.03%
英      U+082F1              9        0.03%
茂      U+08302              9        0.03%
荼      U+0837C              9        0.03%
莪      U+083AA              9        0.03%
谮      U+08C2E              9        0.03%
豳      U+08C73              9        0.03%
身      U+08EAB              9        0.03%
遵      U+09075              9        0.03%
那      U+090A3              9        0.03%
重      U+091CD              9        0.03%
闲      U+095F2              9        0.03%
雉      U+096C9              9        0.03%
雪      U+096EA              9        0.03%
颠      U+098A0              9        0.03%
驹      U+09A79              9        0.03%
骄      U+09A84              9        0.03%
鲂      U+09C82              9        0.03%
举      U+04E3E              8        0.02%
习      U+04E60              8        0.02%
会      U+04F1A              8        0.02%
内      U+05185              8        0.02%
农      U+0519C              8        0.02%
凫      U+051EB              8        0.02%
即      U+05373              8        0.02%
卷      U+05377              8        0.02%
善      U+05584              8        0.02%
园      U+056ED              8        0.02%
圭      U+0572D              8        0.02%
委      U+059D4              8        0.02%
婉      U+05A49              8        0.02%
季      U+05B63              8        0.02%
宣      U+05BA3              8        0.02%
就      U+05C31              8        0.02%
屋      U+05C4B              8        0.02%
川      U+05DDD              8        0.02%
庆      U+05E86              8        0.02%
弃      U+05F03              8        0.02%
彻      U+05F7B              8        0.02%
恤      U+06064              8        0.02%
惴      U+060F4              8        0.02%
投      U+06295              8        0.02%
授      U+06388              8        0.02%
斧      U+065A7              8        0.02%
旐      U+065D0              8        0.02%
旦      U+065E6              8        0.02%
昌      U+0660C              8        0.02%
春      U+06625              8        0.02%
梅      U+06885              8        0.02%
比      U+06BD4              8        0.02%
沮      U+06CAE              8        0.02%
洋      U+06D0B              8        0.02%
湑      U+06E51              8        0.02%
溯      U+06EAF              8        0.02%
火      U+0706B              8        0.02%
牧      U+07267              8        0.02%
玄      U+07384              8        0.02%
琼      U+0743C              8        0.02%
畀      U+07540              8        0.02%
监      U+076D1              8        0.02%
眉      U+07709              8        0.02%
矜      U+077DC              8        0.02%
祜      U+0795C              8        0.02%
私      U+079C1              8        0.02%
究      U+07A76              8        0.02%
窕      U+07A95              8        0.02%
笾      U+07B3E              8        0.02%
纵      U+07EB5              8        0.02%
缉      U+07F09              8        0.02%
背      U+080CC              8        0.02%
舒      U+08212              8        0.02%
艾      U+0827E              8        0.02%
苗      U+082D7              8        0.02%
苟      U+082DF              8        0.02%
苦      U+082E6              8        0.02%
茀      U+08300              8        0.02%
茨      U+08328              8        0.02%
菁      U+083C1              8        0.02%
藟      U+085DF              8        0.02%
虞      U+0865E              8        0.02%
虫      U+0866B              8        0.02%
衡      U+08861              8        0.02%
蹶      U+08E76              8        0.02%
转      U+08F6C              8        0.02%
迁      U+08FC1              8        0.02%
违      U+08FDD              8        0.02%
遹      U+09079              8        0.02%
锦      U+09526              8        0.02%
陵      U+09675              8        0.02%
雷      U+096F7              8        0.02%
靖      U+09756              8        0.02%
静      U+09759              8        0.02%
驷      U+09A77              8        0.02%
骍      U+09A8D              8        0.02%
骏      U+09A8F              8        0.02%
骙      U+09A99              8        0.02%
鹊      U+09E4A              8        0.02%
鹭      U+09E6D              8        0.02%
麻      U+09EBB              8        0.02%
龙      U+09F99              8        0.02%
丁      U+04E01              7        0.02%
亶      U+04EB6              7        0.02%
亿      U+04EBF              7        0.02%
仆      U+04EC6              7        0.02%
仓      U+04ED3              7        0.02%
优      U+04F18              7        0.02%
侮      U+04FAE              7        0.02%
充      U+05145              7        0.02%
凡      U+051E1              7        0.02%
勉      U+052C9              7        0.02%
升      U+05347              7        0.02%
卜      U+0535C              7        0.02%
去      U+053BB              7        0.02%
参      U+053C2              7        0.02%
吹      U+05439              7        0.02%
嗣      U+055E3              7        0.02%
墙      U+05899              7        0.02%
姻      U+059FB              7        0.02%
媚      U+05A9A              7        0.02%
孑      U+05B51              7        0.02%
宇      U+05B87              7        0.02%
寇      U+05BC7              7        0.02%
对      U+05BF9              7        0.02%
屡      U+05C61              7        0.02%
带      U+05E26              7        0.02%
并      U+05E76              7        0.02%
序      U+05E8F              7        0.02%
庸      U+05EB8              7        0.02%
彊      U+05F4A              7        0.02%
忡      U+05FE1              7        0.02%
恭      U+0606D              7        0.02%
悔      U+06094              7        0.02%
惩      U+060E9              7        0.02%
愿      U+0613F              7        0.02%
敝      U+0655D              7        0.02%
敷      U+06577              7        0.02%
斁      U+06581              7        0.02%
旆      U+065C6              7        0.02%
旟      U+065DF              7        0.02%
旧      U+065E7              7        0.02%
杞      U+0675E              7        0.02%
柞      U+067DE              7        0.02%
栖      U+06816              7        0.02%
椒      U+06912              7        0.02%
檀      U+06A80              7        0.02%
每      U+06BCF              7        0.02%
泄      U+06CC4              7        0.02%
泣      U+06CE3              7        0.02%
洽      U+06D3D              7        0.02%
浮      U+06D6E              7        0.02%
海      U+06D77              7        0.02%
深      U+06DF1              7        0.02%
渐      U+06E10              7        0.02%
渭      U+06E2D              7        0.02%
溥      U+06EA5              7        0.02%
滔      U+06ED4              7        0.02%
灵      U+07075              7        0.02%
燎      U+071CE              7        0.02%
燔      U+071D4              7        0.02%
爱      U+07231              7        0.02%
爵      U+07235              7        0.02%
物      U+07269              7        0.02%
狩      U+072E9              7        0.02%
瓜      U+074DC              7        0.02%
留      U+07559              7        0.02%
疚      U+0759A              7        0.02%
瘁      U+07601              7        0.02%
皋      U+0768B              7        0.02%
盖      U+076D6              7        0.02%
矛      U+077DB              7        0.02%
祉      U+07949              7        0.02%
禾      U+079BE              7        0.02%
竹      U+07AF9              7        0.02%
筐      U+07B50              7        0.02%
类      U+07C7B              7        0.02%
纪      U+07EAA              7        0.02%
纯      U+07EAF              7        0.02%
绎      U+07ECE              7        0.02%
绳      U+07EF3              7        0.02%
缵      U+07F35              7        0.02%
芣      U+082A3              7        0.02%
苡      U+082E1              7        0.02%
茹      U+08339              7        0.02%
萚      U+0841A              7        0.02%
螽      U+087BD              7        0.02%
讯      U+08BAF              7        0.02%
诒      U+08BD2              7        0.02%
语      U+08BED              7        0.02%
诲      U+08BF2              7        0.02%
谑      U+08C11              7        0.02%
谗      U+08C17              7        0.02%
赠      U+08D60              7        0.02%
赤      U+08D64              7        0.02%
辜      U+08F9C              7        0.02%
辰      U+08FB0              7        0.02%
迩      U+08FE9              7        0.02%
退      U+09000              7        0.02%
造      U+09020              7        0.02%
逢      U+09022              7        0.02%
遏      U+0904F              7        0.02%
遗      U+09057              7        0.02%
郊      U+090CA              7        0.02%
配      U+0914D              7        0.02%
