Char   Codepoint     Frequency   Percentage
傷      U+050B7             91        0.04%
勢      U+052E2             91        0.04%
夕      U+05915             91        0.04%
尊      U+05C0A             91        0.04%
更      U+066F4             91        0.04%
病      U+075C5             91        0.04%
良      U+0826F             91        0.04%
號      U+0865F             91        0.04%
計      U+08A08             91        0.04%
郡      U+090E1             91        0.04%
隨      U+096A8             91        0.04%
兄      U+05144             90        0.04%
勞      U+052DE             90        0.04%
商      U+05546             90        0.04%
智      U+0667A             90        0.04%
劉      U+05289             89        0.04%
疾      U+075BE             89        0.04%
邊      U+0908A             89        0.04%
夢      U+05922             88        0.04%
室      U+05BA4             88        0.04%
早      U+065E9             88        0.04%
煙      U+07159             88        0.04%
都      U+090FD             88        0.04%
顧      U+09867             88        0.04%
京      U+04EAC             87        0.04%
兮      U+0516E             87        0.04%
列      U+05217             87        0.04%
喜      U+0559C             87        0.04%
奉      U+05949             87        0.04%
妻      U+059BB             87        0.04%
恩      U+06069             87        0.04%
積      U+07A4D             87        0.04%
他      U+04ED6             86        0.04%
封      U+05C01             86        0.04%
庭      U+05EAD             86        0.04%
引      U+05F15             86        0.04%
愚      U+0611A             86        0.04%
皇      U+07687             86        0.04%
葉      U+08449             86        0.04%
僕      U+050D5             85        0.04%
刑      U+05211             85        0.04%
孝      U+05B5D             85        0.04%
收      U+06536             85        0.04%
的      U+07684             85        0.04%
舍      U+0820D             85        0.04%
醉      U+09189             85        0.04%
勿      U+052FF             84        0.04%
威      U+05A01             84        0.04%
屈      U+05C48             84        0.04%
屬      U+05C6C             84        0.04%
留      U+07559             84        0.04%
識      U+08B58             84        0.04%
載      U+08F09             84        0.04%
幽      U+05E7D             83        0.04%
恐      U+06050             83        0.04%
苦      U+082E6             83        0.04%
謀      U+08B00             83        0.04%
辱      U+08FB1             83        0.04%
遺      U+0907A             83        0.04%
面      U+09762             83        0.04%
全      U+05168             82        0.04%
毛      U+06BDB             82        0.04%
羊      U+07F8A             82        0.04%
財      U+08CA1             82        0.04%
致      U+081F4             81        0.04%
虛      U+0865B             81        0.04%
就      U+05C31             80        0.04%
楊      U+0694A             80        0.04%
池      U+06C60             80        0.04%
誠      U+08AA0             80        0.04%
患      U+060A3             79        0.03%
諫      U+08AEB             79        0.03%
謝      U+08B1D             79        0.03%
鳳      U+09CF3             79        0.03%
伐      U+04F10             78        0.03%
借      U+0501F             78        0.03%
化      U+05316             78        0.03%
度      U+05EA6             78        0.03%
棄      U+068C4             78        0.03%
虞      U+0865E             78        0.03%
兼      U+0517C             77        0.03%
垂      U+05782             77        0.03%
弗      U+05F17             77        0.03%
施      U+065BD             77        0.03%
極      U+06975             77        0.03%
看      U+0770B             77        0.03%
閣      U+095A3             77        0.03%
鼓      U+09F13             77        0.03%
危      U+05371             76        0.03%
工      U+05DE5             76        0.03%
御      U+05FA1             76        0.03%
星      U+0661F             76        0.03%
滅      U+06EC5             76        0.03%
賦      U+08CE6             76        0.03%
便      U+04FBF             75        0.03%
劍      U+0528D             75        0.03%
友      U+053CB             75        0.03%
廟      U+05EDF             75        0.03%
私      U+079C1             75        0.03%
維      U+07DAD             75        0.03%
蜀      U+08700             75        0.03%
魯      U+09B6F             75        0.03%
姓      U+059D3             74        0.03%
害      U+05BB3             74        0.03%
愁      U+06101             74        0.03%
敗      U+06557             74        0.03%
畏      U+0754F             74        0.03%
羽      U+07FBD             74        0.03%
各      U+05404             73        0.03%
怒      U+06012             73        0.03%
管      U+07BA1             73        0.03%
薄      U+08584             73        0.03%
要      U+08981             73        0.03%
谷      U+08C37             73        0.03%
逢      U+09022             73        0.03%
露      U+09732             73        0.03%
任      U+04EFB             72        0.03%
圖      U+05716             72        0.03%
寧      U+05BE7             72        0.03%
綠      U+07DA0             72        0.03%
角      U+089D2             72        0.03%
邑      U+09091             72        0.03%
顏      U+0984F             72        0.03%
仙      U+04ED9             71        0.03%
冠      U+051A0             71        0.03%
刀      U+05200             71        0.03%
急      U+06025             71        0.03%
童      U+07AE5             71        0.03%
羣      U+07FA3             71        0.03%
體      U+09AD4             71        0.03%
勤      U+052E4             70        0.03%
序      U+05E8F             70        0.03%
拜      U+062DC             70        0.03%
期      U+0671F             70        0.03%
溪      U+06EAA             70        0.03%
賜      U+08CDC             70        0.03%
亭      U+04EAD             69        0.03%
再      U+0518D             69        0.03%
哀      U+054C0             69        0.03%
寶      U+05BF6             69        0.03%
朱      U+06731             69        0.03%
案      U+06848             69        0.03%
等      U+07B49             69        0.03%
絲      U+07D72             69        0.03%
藏      U+085CF             69        0.03%
退      U+09000             69        0.03%
雁      U+096C1             69        0.03%
