Char   Codepoint     Frequency   Percentage
循      U+05FAA              3        0.02%
忍      U+05FCD              3        0.02%
忽      U+05FFD              3        0.02%
忿      U+05FFF              3        0.02%
悌      U+0608C              3        0.02%
悔      U+06094              3        0.02%
惟      U+060DF              3        0.02%
愠      U+06120              3        0.02%
愬      U+0612C              3        0.02%
慢      U+06162              3        0.02%
戚      U+0621A              3        0.02%
拒      U+062D2              3        0.02%
据      U+0636E              3        0.02%
授      U+06388              3        0.02%
摄      U+06444              3        0.02%
新      U+065B0              3        0.02%
春      U+06625              3        0.02%
暴      U+066B4              3        0.02%
望      U+0671B              3        0.02%
权      U+06743              3        0.02%
桀      U+06840              3        0.02%
椁      U+06901              3        0.02%
每      U+06BCF              3        0.02%
河      U+06CB3              3        0.02%
洁      U+06D01              3        0.02%
润      U+06DA6              3        0.02%
溺      U+06EBA              3        0.02%
火      U+0706B              3        0.02%
灵      U+07075              3        0.02%
狐      U+072D0              3        0.02%
独      U+072EC              3        0.02%
猛      U+0731B              3        0.02%
申      U+07533              3        0.02%
疑      U+07591              3        0.02%
皙      U+07699              3        0.02%
盗      U+076D7              3        0.02%
瞽      U+077BD              3        0.02%
矢      U+077E2              3        0.02%
短      U+077ED              3        0.02%
磨      U+078E8              3        0.02%
磬      U+078EC              3        0.02%
社      U+0793E              3        0.02%
禽      U+079BD              3        0.02%
稷      U+07A37              3        0.02%
稼      U+07A3C              3        0.02%
空      U+07A7A              3        0.02%
窃      U+07A83              3        0.02%
端      U+07AEF              3        0.02%
素      U+07D20              3        0.02%
绎      U+07ECE              3        0.02%
继      U+07EE7              3        0.02%
罔      U+07F54              3        0.02%
羔      U+07F94              3        0.02%
耳      U+08033              3        0.02%
肆      U+08086              3        0.02%
肤      U+080A4              3        0.02%
舆      U+08206              3        0.02%
蔡      U+08521              3        0.02%
虎      U+0864E              3        0.02%
虑      U+08651              3        0.02%
虞      U+0865E              3        0.02%
血      U+08840              3        0.02%
要      U+08981              3        0.02%
讱      U+08BB1              3        0.02%
讼      U+08BBC              3        0.02%
诈      U+08BC8              3        0.02%
诺      U+08BFA              3        0.02%
谄      U+08C04              3        0.02%
谨      U+08C28              3        0.02%
貌      U+08C8C              3        0.02%
货      U+08D27              3        0.02%
贯      U+08D2F              3        0.02%
追      U+08FFD              3        0.02%
逝      U+0901D              3        0.02%
速      U+0901F              3        0.02%
遠      U+09060              3        0.02%
邑      U+09091              3        0.02%
邻      U+090BB              3        0.02%
郑      U+090D1              3        0.02%
野      U+091CE              3        0.02%
量      U+091CF              3        0.02%
陋      U+0964B              3        0.02%
降      U+0964D              3        0.02%
集      U+096C6              3        0.02%
面      U+09762              3        0.02%
鞠      U+097A0              3        0.02%
韶      U+097F6              3        0.02%
顺      U+0987A              3        0.02%
饱      U+09971              3        0.02%
首      U+09996              3        0.02%
万      U+04E07              2        0.01%
丈      U+04E08              2        0.01%
两      U+04E24              2        0.01%
乞      U+04E5E              2        0.01%
亢      U+04EA2              2        0.01%
亿      U+04EBF              2        0.01%
代      U+04EE3              2        0.01%
仰      U+04EF0              2        0.01%
佛      U+04F5B              2        0.01%
佾      U+04F7E              2        0.01%
來      U+04F86              2        0.01%
侧      U+04FA7              2        0.01%
侮      U+04FAE              2        0.01%
俨      U+04FE8              2        0.01%
兢      U+05162              2        0.01%
关      U+05173              2        0.01%
典      U+05178              2        0.01%
兽      U+0517D              2        0.01%
冶      U+051B6              2        0.01%
别      U+0522B              2        0.01%
到      U+05230              2        0.01%
割      U+05272              2        0.01%
劝      U+0529D              2        0.01%
务      U+052A1              2        0.01%
即      U+05373              2        0.01%
口      U+053E3              2        0.01%
叩      U+053E9              2        0.01%
右      U+053F3              2        0.01%
叹      U+053F9              2        0.01%
合      U+05408              2        0.01%
吝      U+0541D              2        0.01%
吴      U+05434              2        0.01%
哭      U+054ED              2        0.01%
唐      U+05510              2        0.01%
喟      U+0559F              2        0.01%
喻      U+055BB              2        0.01%
图      U+056FE              2        0.01%
圃      U+05703              2        0.01%
土      U+0571F              2        0.01%
圭      U+0572D              2        0.01%
均      U+05747              2        0.01%
坚      U+0575A              2        0.01%
坫      U+0576B              2        0.01%
城      U+057CE              2        0.01%
塞      U+0585E              2        0.01%
备      U+05907              2        0.01%
夭      U+0592D              2        0.01%
奢      U+05962              2        0.01%
妇      U+05987              2        0.01%
媚      U+05A9A              2        0.01%
孤      U+05B64              2        0.01%
宋      U+05B8B              2        0.01%
实      U+05B9E              2        0.01%
宪      U+05BAA              2        0.01%
害      U+05BB3              2        0.01%
屏      U+05C4F              2        0.01%
岁      U+05C81              2        0.01%
崩      U+05D29              2        0.01%
川      U+05DDD              2        0.01%
工      U+05DE5              2        0.01%
巷      U+05DF7              2        0.01%
市      U+05E02              2        0.01%
帅      U+05E05              2        0.01%
幼      U+05E7C              2        0.01%
庸      U+05EB8              2        0.01%
廋      U+05ECB              2        0.01%
弥      U+05F25              2        0.01%
彬      U+05F6C              2        0.01%
徙      U+05F99              2        0.01%
念      U+05FF5              2        0.01%
性      U+06027              2        0.01%
总      U+0603B              2        0.01%
恂      U+06042              2        0.01%
恕      U+06055              2        0.01%
悾      U+060BE              2        0.01%
情      U+060C5              2        0.01%
惜      U+060DC              2        0.01%
惮      U+060EE              2        0.01%
愈      U+06108              2        0.01%
愉      U+06109              2        0.01%
愛      U+0611B              2        0.01%
愤      U+06124              2        0.01%
慝      U+0615D              2        0.01%
户      U+06237              2        0.01%
承      U+0627F              2        0.01%
指      U+06307              2        0.01%
挚      U+0631A              2        0.01%
敝      U+0655D              2        0.01%
斗      U+06597              2        0.01%
昭      U+0662D              2        0.01%
昼      U+0663C              2        0.01%
時      U+06642              2        0.01%
晏      U+0664F              2        0.01%
朕      U+06715              2        0.01%
朱      U+06731              2        0.01%
束      U+0675F              2        0.01%
松      U+0677E              2        0.01%
林      U+06797              2        0.01%
枨      U+067A8              2        0.01%
柏      U+067CF              2        0.01%
某      U+067D0              2        0.01%
树      U+06811              2        0.01%
栖      U+06816              2        0.01%
栗      U+06817              2        0.01%
格      U+0683C              2        0.01%
椟      U+0691F              2        0.01%
楚      U+0695A              2        0.01%
樂      U+06A02              2        0.01%
毅      U+06BC5              2        0.01%
汤      U+06C64              2        0.01%
沟      U+06C9F              2        0.01%
沮      U+06CAE              2        0.01%
法      U+06CD5              2        0.01%
泛      U+06CDB              2        0.01%
洋      U+06D0B              2        0.01%
津      U+06D25              2        0.01%
流      U+06D41              2        0.01%
浮      U+06D6E              2        0.01%
浴      U+06D74              2        0.01%
浸      U+06D78              2        0.01%
涂      U+06D82              2        0.01%
淫      U+06DEB              2        0.01%
深      U+06DF1              2        0.01%
清      U+06E05              2        0.01%
滔      U+06ED4              2        0.01%
灭      U+0706D              2        0.01%
点      U+070B9              2        0.01%
版      U+07248              2        0.01%
犬      U+072AC              2        0.01%
狄      U+072C4              2        0.01%
狎      U+072CE              2        0.01%
狷      U+072F7              2        0.01%
玄      U+07384              2        0.01%
琢      U+07422              2        0.01%
白      U+0767D              2        0.01%
皇      U+07687              2        0.01%
盈      U+076C8              2        0.01%
盍      U+076CD              2        0.01%
盛      U+076DB              2        0.01%
目      U+076EE              2        0.01%
瞻      U+077BB              2        0.01%
硁      U+07841              2        0.01%
磋      U+078CB              2        0.01%
祝      U+0795D              2        0.01%
禘      U+07998              2        0.01%
秀      U+079C0              2        0.01%
私      U+079C1              2        0.01%
科      U+079D1              2        0.01%
穆      U+07A46              2        0.01%
等      U+07B49              2        0.01%
節      U+07BC0              2        0.01%
篑      U+07BD1              2        0.01%
紫      U+07D2B              2        0.01%
纠      U+07EA0              2        0.01%
纯      U+07EAF              2        0.01%
纵      U+07EB5              2        0.01%
绅      U+07EC5              2        0.01%
绞      U+07EDE              2        0.01%
绥      U+07EE5              2        0.01%
绰      U+07EF0              2        0.01%
缁      U+07F01              2        0.01%
罕      U+07F55              2        0.01%
罚      U+07F5A              2        0.01%
習      U+07FD2              2        0.01%
翼      U+07FFC              2        0.01%
耕      U+08015              2        0.01%
肸      U+080B8              2        0.01%
良      U+0826F              2        0.01%
荷      U+08377              2        0.01%
莅      U+08385              2        0.01%
获      U+083B7              2        0.01%
薄      U+08584              2        0.01%
藏      U+085CF              2        0.01%
蘧      U+08627              2        0.01%
虚      U+0865A              2        0.01%
裳      U+088F3              2        0.01%
覆      U+08986              2        0.01%
親      U+089AA              2        0.01%
觀      U+089C0              2        0.01%
詩      U+08A69              2        0.01%
誉      U+08A89              2        0.01%
諸      U+08AF8              2        0.01%
讨      U+08BA8              2        0.01%
议      U+08BAE              2        0.01%
记      U+08BB0              2        0.01%
讷      U+08BB7              2        0.01%
试      U+08BD5              2        0.01%
诚      U+08BDA              2        0.01%
诵      U+08BF5              2        0.01%
谮      U+08C2E              2        0.01%
谲      U+08C32              2        0.01%
豆      U+08C46              2        0.01%
貉      U+08C89              2        0.01%
貧      U+08CA7              2        0.01%
賢      U+08CE2              2        0.01%
负      U+08D1F              2        0.01%
败      U+08D25              2        0.01%
贪      U+08D2A              2        0.01%
赦      U+08D66              2        0.01%
踁      U+08E01              2        0.01%
