Char   Codepoint     Frequency   Percentage
寤      U+05BE4             16        0.06%
指      U+06307             16        0.06%
杳      U+06773             16        0.06%
椒      U+06912             16        0.06%
泽      U+06CFD             16        0.06%
洋      U+06D0B             16        0.06%
皆      U+07686             16        0.06%
谷      U+08C37             16        0.06%
迁      U+08FC1             16        0.06%
遭      U+0906D             16        0.06%
郢      U+090E2             16        0.06%
阿      U+0963F             16        0.06%
交      U+04EA4             15        0.05%
作      U+04F5C             15        0.05%
卒      U+05352             15        0.05%
古      U+053E4             15        0.05%
圣      U+05723             15        0.05%
委      U+059D4             15        0.05%
岂      U+05C82             15        0.05%
径      U+05F84             15        0.05%
御      U+05FA1             15        0.05%
念      U+05FF5             15        0.05%
操      U+064CD             15        0.05%
旧      U+065E7             15        0.05%
易      U+06613             15        0.05%
河      U+06CB3             15        0.05%
淹      U+06DF9             15        0.05%
目      U+076EE             15        0.05%
莽      U+083BD             15        0.05%
质      U+08D28             15        0.05%
超      U+08D85             15        0.05%
采      U+091C7             15        0.05%
雷      U+096F7             15        0.05%
事      U+04E8B             14        0.05%
倚      U+0501A             14        0.05%
冉      U+05189             14        0.05%
千      U+05343             14        0.05%
土      U+0571F             14        0.05%
增      U+0589E             14        0.05%
壅      U+058C5             14        0.05%
士      U+058EB             14        0.05%
奔      U+05954             14        0.05%
实      U+05B9E             14        0.05%
室      U+05BA4             14        0.05%
宫      U+05BAB             14        0.05%
寿      U+05BFF             14        0.05%
就      U+05C31             14        0.05%
弗      U+05F17             14        0.05%
怅      U+06005             14        0.05%
承      U+0627F             14        0.05%
抑      U+06291             14        0.05%
施      U+065BD             14        0.05%
止      U+06B62             14        0.05%
海      U+06D77             14        0.05%
渊      U+06E0A             14        0.05%
琼      U+0743C             14        0.05%
立      U+07ACB             14        0.05%
罗      U+07F57             14        0.05%
背      U+080CC             14        0.05%
芷      U+082B7             14        0.05%
英      U+082F1             14        0.05%
荡      U+08361             14        0.05%
藏      U+085CF             14        0.05%
虚      U+0865A             14        0.05%
衡      U+08861             14        0.05%
谏      U+08C0F             14        0.05%
顺      U+0987A             14        0.05%
骋      U+09A8B             14        0.05%
