Char   Codepoint     Frequency   Percentage
待      U+05F85             14        0.02%
惜      U+060DC             14        0.02%
晋      U+0664B             14        0.02%
查      U+067E5             14        0.02%
梨      U+068A8             14        0.02%
母      U+06BCD             14        0.02%
润      U+06DA6             14        0.02%
添      U+06DFB             14        0.02%
渡      U+06E21             14        0.02%
状      U+072B6             14        0.02%
皱      U+076B1             14        0.02%
盖      U+076D6             14        0.02%
祠      U+07960             14        0.02%
穿      U+07A7F             14        0.02%
端      U+07AEF             14        0.02%
绡      U+07EE1             14        0.02%
翘      U+07FD8             14        0.02%
胸      U+080F8             14        0.02%
良      U+0826F             14        0.02%
芜      U+0829C             14        0.02%
英      U+082F1             14        0.02%
蒙      U+08499             14        0.02%
貌      U+08C8C             14        0.02%
问      U+095EE             14        0.02%
降      U+0964D             14        0.02%
鞭      U+097AD             14        0.02%
飒      U+098D2             14        0.02%
馆      U+09986             14        0.02%
鲜      U+09C9C             14        0.02%
鸪      U+09E2A             14        0.02%
鹧      U+09E67             14        0.02%
亦      U+04EA6             13        0.02%
修      U+04FEE             13        0.02%
兮      U+0516E             13        0.02%
参      U+053C2             13        0.02%
各      U+05404             13        0.02%
唇      U+05507             13        0.02%
坼      U+0577C             13        0.02%
宜      U+05B9C             13        0.02%
尺      U+05C3A             13        0.02%
峡      U+05CE1             13        0.02%
延      U+05EF6             13        0.02%
建      U+05EFA             13        0.02%
徐      U+05F90             13        0.02%
悲      U+060B2             13        0.02%
扇      U+06247             13        0.02%
损      U+0635F             13        0.02%
收      U+06536             13        0.02%
料      U+06599             13        0.02%
