Char   Codepoint     Frequency   Percentage
往      U+05F80           1458        0.05%
菊      U+083CA           1457        0.05%
弦      U+05F26           1456        0.05%
赋      U+08D4B           1456        0.05%
幕      U+05E55           1454        0.05%
载      U+08F7D           1448        0.04%
吾      U+0543E           1444        0.04%
频      U+09891           1442        0.04%
弃      U+05F03           1440        0.04%
悠      U+060A0           1437        0.04%
纤      U+07EA4           1435        0.04%
镜      U+0955C           1432        0.04%
愿      U+0613F           1428        0.04%
秀      U+079C0           1426        0.04%
经      U+07ECF           1426        0.04%
观      U+089C2           1426        0.04%
涯      U+06DAF           1424        0.04%
莲      U+083B2           1423        0.04%
洞      U+06D1E           1415        0.04%
户      U+06237           1414        0.04%
秦      U+079E6           1411        0.04%
八      U+0516B           1409        0.04%
采      U+091C7           1406        0.04%
章      U+07AE0           1405        0.04%
携      U+0643A           1394        0.04%
荷      U+08377           1394        0.04%
野      U+091CE           1393        0.04%
鼓      U+09F13           1381        0.04%
识      U+08BC6           1377        0.04%
梢      U+068A2           1373        0.04%
蕊      U+0854A           1372        0.04%
疾      U+075BE           1369        0.04%
絮      U+07D6E           1363        0.04%
隐      U+09690           1359        0.04%
洗      U+06D17           1357        0.04%
学      U+05B66           1349        0.04%
因      U+056E0           1345        0.04%
举      U+04E3E           1340        0.04%
卿      U+0537F           1336        0.04%
祥      U+07965           1332        0.04%
官      U+05B98           1330        0.04%
娥      U+05A25           1323        0.04%
箫      U+07BAB           1323        0.04%
音      U+097F3           1322        0.04%
峰      U+05CF0           1319        0.04%
狂      U+072C2           1313        0.04%
虚      U+0865A           1310        0.04%
齐      U+09F50           1310        0.04%
庆      U+05E86           1306        0.04%
鸳      U+09E33           1302        0.04%
菩      U+083E9           1300        0.04%
倾      U+0503E           1295        0.04%
极      U+06781           1294        0.04%
移      U+079FB           1294        0.04%
岸      U+05CB8           1289        0.04%
际      U+09645           1289        0.04%
倒      U+05012           1284        0.04%
萨      U+08428           1284        0.04%
句      U+053E5           1276        0.04%
忘      U+05FD8           1271        0.04%
密      U+05BC6           1270        0.04%
息      U+0606F           1270        0.04%
直      U+076F4           1270        0.04%
合      U+05408           1264        0.04%
宜      U+05B9C           1264        0.04%
添      U+06DFB           1264        0.04%
